,Airline,Source,Destination,Total_Stops,Additional_Info,Price,day_of_journey,month_of_journey,year_of_journey,Arrival_Hour,Arrival_Min,Dep_Hour,Dep_Min,Duration_Total_Mins
305,Jet Airways,Delhi,Cochin,1,No info,12242,27,3,2019,4,25,13,0,925
306,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,9134,15,3,2019,15,15,8,0,435
307,Air India,Delhi,Cochin,2,No info,10939,6,6,2019,9,25,13,15,1210
308,Air India,Delhi,Cochin,2,No info,11753,6,6,2019,7,40,10,55,1245
309,SpiceJet,Kolkata,Banglore,0,No info,4174,24,4,2019,19,40,17,10,150
310,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,21,5,2019,19,50,20,0,1430
311,Jet Airways,Delhi,Cochin,1,No info,14714,3,6,2019,19,0,16,0,1620
312,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9899,12,6,2019,12,0,6,30,330
313,IndiGo,Delhi,Cochin,1,No info,14871,3,3,2019,21,0,9,10,710
314,IndiGo,Chennai,Kolkata,0,No info,7295,6,3,2019,15,35,13,20,135
315,Air India,Delhi,Cochin,2,No info,13465,6,6,2019,19,15,18,45,1470
316,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,21,5,2019,20,5,17,45,140
317,Multiple carriers,Delhi,Cochin,1,No info,7198,27,6,2019,1,30,19,0,390
318,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1,6,2019,4,25,8,0,1225
319,IndiGo,Kolkata,Banglore,0,No info,4148,15,3,2019,17,55,15,20,155
320,Jet Airways,Banglore,Delhi,0,No info,8016,27,6,2019,18,10,15,15,175
321,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,2019,4,25,22,50,335
322,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,15,6,2019,17,25,14,55,150
323,Jet Airways,Banglore,New Delhi,1,No info,11507,12,3,2019,0,30,9,45,885
324,Jet Airways,Kolkata,Banglore,1,No info,14781,1,5,2019,20,45,8,25,740
325,Jet Airways,Delhi,Cochin,1,No info,16079,27,5,2019,19,0,17,30,1530
326,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,2019,4,25,22,50,335
327,Multiple carriers,Delhi,Cochin,1,No info,15353,6,3,2019,19,15,7,30,705
328,IndiGo,Banglore,New Delhi,0,No info,7303,24,3,2019,21,20,18,25,175
329,SpiceJet,Kolkata,Banglore,1,No info,6197,24,3,2019,20,45,15,5,340
330,Air India,Kolkata,Banglore,1,No info,8996,9,6,2019,13,15,9,10,245
331,IndiGo,Delhi,Cochin,1,No info,6528,21,3,2019,22,20,14,20,480
332,GoAir,Banglore,Delhi,0,No info,4239,9,4,2019,23,40,20,55,165
333,IndiGo,Kolkata,Banglore,0,No info,4148,12,3,2019,23,5,20,25,160
334,SpiceJet,Banglore,Delhi,0,No info,3971,24,5,2019,0,5,21,10,175
335,Air Asia,Kolkata,Banglore,1,No info,5192,6,5,2019,23,30,7,35,955
336,Jet Airways,Delhi,Cochin,2,No info,9483,9,4,2019,12,35,13,25,1390
337,Jet Airways,Delhi,Cochin,2,No info,18804,3,6,2019,19,0,11,40,440
338,Air India,Delhi,Cochin,0,No info,5201,18,6,2019,8,0,5,10,170
339,Jet Airways,Delhi,Cochin,1,No info,16079,27,5,2019,19,0,11,30,450
340,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,15,6,2019,22,50,19,50,180
341,Multiple carriers,Delhi,Cochin,1,No info,6795,27,5,2019,1,30,17,45,465
342,Jet Airways,Kolkata,Banglore,1,No info,10953,9,5,2019,10,55,9,35,1520
343,Multiple carriers,Delhi,Cochin,2,No info,15965,24,6,2019,1,30,15,5,625
344,Air India,Delhi,Cochin,2,No info,9968,9,4,2019,19,15,12,55,1820
345,IndiGo,Kolkata,Banglore,0,No info,4804,6,6,2019,0,50,22,15,155
346,Jet Airways,Delhi,Cochin,1,No info,16079,27,5,2019,19,0,10,0,540
347,Jet Airways,Delhi,Cochin,2,In-flight meal not included,11507,12,6,2019,12,35,21,25,910
348,Air India,Kolkata,Banglore,2,No info,11542,9,6,2019,13,45,9,25,1700
349,Jet Airways,Banglore,Delhi,0,No info,7229,24,4,2019,20,45,17,45,180
350,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,27,4,2019,8,45,6,0,165
351,IndiGo,Delhi,Cochin,1,No info,6496,15,5,2019,10,5,5,10,295
352,IndiGo,Kolkata,Banglore,0,No info,4804,15,6,2019,0,5,21,25,160
353,Air India,Banglore,New Delhi,1,No info,13439,1,3,2019,9,15,11,5,1330
354,Jet Airways,Delhi,Cochin,1,In-flight meal not included,6540,27,3,2019,4,25,18,15,610
355,IndiGo,Banglore,Delhi,0,No info,4591,1,6,2019,2,20,23,30,170
356,IndiGo,Banglore,New Delhi,1,No info,4437,18,3,2019,20,35,16,15,260
357,Air Asia,Delhi,Cochin,1,No info,6151,21,3,2019,7,10,20,10,660
358,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7754,21,6,2019,20,45,17,45,180
359,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,24,6,2019,12,35,14,0,1355
360,Jet Airways,Banglore,Delhi,0,No info,8016,9,6,2019,22,0,18,55,185
361,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,4781,24,3,2019,9,35,6,55,160
362,Vistara,Banglore,Delhi,0,No info,4668,27,6,2019,14,20,11,30,170
363,Air India,Banglore,New Delhi,1,No info,14594,6,3,2019,8,55,11,50,1265
364,Jet Airways,Kolkata,Banglore,1,No info,14231,24,3,2019,4,45,16,55,710
365,Air India,Delhi,Cochin,1,No info,8425,15,5,2019,6,50,5,15,1535
366,Multiple carriers,Delhi,Cochin,1,No info,9646,12,6,2019,22,30,7,5,925
367,IndiGo,Chennai,Kolkata,0,No info,7295,3,3,2019,17,5,14,40,145
368,Air Asia,Kolkata,Banglore,1,No info,5162,9,4,2019,10,30,6,50,220
369,IndiGo,Banglore,New Delhi,0,No info,6860,9,3,2019,21,20,18,25,175
370,Vistara,Delhi,Cochin,0,No info,6216,15,4,2019,9,10,6,0,190
371,Air Asia,Kolkata,Banglore,1,No info,5192,24,5,2019,19,25,7,35,710
372,IndiGo,Banglore,Delhi,0,No info,4823,9,4,2019,22,50,20,0,170
373,SpiceJet,Banglore,Delhi,0,No check-in baggage included,3919,3,4,2019,12,20,9,30,170
374,IndiGo,Mumbai,Hyderabad,0,No info,2754,3,6,2019,20,35,19,5,90
375,Multiple carriers,Delhi,Cochin,1,No info,9315,9,5,2019,19,0,7,30,690
376,Multiple carriers,Delhi,Cochin,1,No info,11667,27,3,2019,18,50,10,0,530
377,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,6224,12,6,2019,4,40,8,25,1215
378,Air India,Kolkata,Banglore,2,No info,13349,24,3,2019,5,35,9,25,1210
379,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,18,3,2019,9,0,16,55,965
380,Multiple carriers,Delhi,Cochin,1,No info,15603,6,3,2019,1,35,13,0,755
381,Jet Airways,Delhi,Cochin,2,No info,15129,9,5,2019,12,35,19,30,1025
382,IndiGo,Banglore,Delhi,0,No info,4823,9,4,2019,19,55,16,55,180
383,Vistara,Kolkata,Banglore,1,No info,8452,1,5,2019,22,40,7,10,930
384,Multiple carriers,Delhi,Cochin,1,No info,12524,6,6,2019,19,0,7,30,690
385,SpiceJet,Chennai,Kolkata,0,No info,3384,27,3,2019,20,5,17,45,140
386,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1,6,2019,19,0,19,15,1425
387,SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,18,6,2019,14,45,13,15,90
388,IndiGo,Kolkata,Banglore,0,No info,4804,18,5,2019,0,50,22,15,155
389,Jet Airways,Delhi,Cochin,1,No info,16079,27,5,2019,19,0,18,15,1485
390,Jet Airways,Delhi,Cochin,2,No info,13292,1,6,2019,19,0,21,25,1295
391,Air Asia,Delhi,Cochin,1,No info,6751,9,5,2019,13,25,7,55,330
392,Air India,Delhi,Cochin,1,No info,8669,15,5,2019,19,15,7,0,735
393,IndiGo,Delhi,Cochin,1,No info,14871,3,3,2019,1,35,17,30,485
394,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,2019,19,0,14,0,300
395,SpiceJet,Banglore,Delhi,0,No check-in baggage included,3919,6,6,2019,12,20,9,30,170
396,Multiple carriers,Delhi,Cochin,1,No info,36983,1,3,2019,19,15,12,50,385
397,IndiGo,Chennai,Kolkata,0,No info,3597,3,6,2019,21,55,19,35,140
398,Air India,Banglore,New Delhi,0,No info,10741,9,3,2019,19,45,17,0,165
399,Air India,Kolkata,Banglore,2,No info,11432,6,6,2019,5,35,16,50,765
400,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,12,3,2019,10,45,18,55,950
401,Jet Airways,Delhi,Cochin,2,No info,13292,3,6,2019,12,35,9,35,1620
402,Air India,Delhi,Cochin,3,No info,10493,15,6,2019,7,40,5,15,1585
403,GoAir,Banglore,New Delhi,0,No info,7631,9,3,2019,10,40,7,45,175
404,Air India,Delhi,Cochin,2,No info,13381,6,6,2019,7,40,6,50,1490
405,Jet Airways,Kolkata,Banglore,1,No info,13731,6,6,2019,4,40,20,0,520
406,Air India,Delhi,Cochin,2,No info,11911,21,5,2019,7,40,5,55,1545
407,IndiGo,Banglore,Delhi,0,No info,4591,18,4,2019,2,20,23,30,170
408,Multiple carriers,Delhi,Cochin,1,No info,14848,3,6,2019,19,15,13,0,375
409,Multiple carriers,Delhi,Cochin,1,No info,8266,12,6,2019,19,15,8,45,630
410,Air India,Delhi,Cochin,2,No info,12392,18,5,2019,19,15,17,15,1560
411,Jet Airways,Kolkata,Banglore,1,No info,13044,12,6,2019,12,0,18,55,1025
412,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,2019,4,25,7,5,1280
413,Jet Airways,Delhi,Cochin,1,No info,12242,21,3,2019,4,25,22,50,335
414,IndiGo,Banglore,Delhi,0,No info,3943,18,5,2019,13,0,10,10,170
415,Vistara,Kolkata,Banglore,1,No info,11105,24,3,2019,22,10,20,20,1550
416,Jet Airways,Kolkata,Banglore,1,No info,14388,12,5,2019,9,20,21,10,730
417,Jet Airways,Delhi,Cochin,2,No info,13014,18,5,2019,12,35,19,30,1025
418,Multiple carriers,Delhi,Cochin,1,No info,15411,6,3,2019,18,50,10,20,510
419,Jet Airways,Delhi,Cochin,1,No info,16289,9,3,2019,18,50,19,45,1385
420,IndiGo,Delhi,Cochin,1,No info,6442,15,5,2019,16,10,6,50,560
421,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,18,5,2019,16,20,8,25,475
422,Jet Airways,Mumbai,Hyderabad,0,No info,5678,18,5,2019,11,50,10,20,90
423,IndiGo,Banglore,Delhi,0,No info,6906,12,4,2019,2,20,23,30,170
424,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,21,5,2019,12,0,9,45,135
425,Jet Airways,Delhi,Cochin,1,No info,14714,6,6,2019,19,0,9,0,600
426,Vistara Premium economy,Banglore,New Delhi,0,No info,11793,3,3,2019,18,35,16,0,155
427,Multiple carriers,Delhi,Cochin,1,No info,14323,15,5,2019,19,15,11,30,465
428,SpiceJet,Banglore,Delhi,0,No info,3971,9,4,2019,0,5,21,10,175
429,Vistara,Kolkata,Banglore,1,No info,8452,6,5,2019,22,40,20,20,1580
430,Vistara,Banglore,Delhi,0,No info,5403,12,4,2019,9,40,7,0,160
431,Multiple carriers,Delhi,Cochin,1,No info,13727,9,5,2019,21,0,10,0,660
432,Air India,Kolkata,Banglore,2,No info,12639,1,4,2019,5,25,10,0,1165
433,Jet Airways,Banglore,Delhi,0,In-flight meal not included,5198,18,4,2019,18,10,15,15,175
434,Vistara,Banglore,Delhi,0,No info,4878,1,6,2019,22,15,19,30,165
435,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,18,5,2019,19,0,19,45,1395
436,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,8552,3,3,2019,16,10,7,10,540
437,Vistara,Delhi,Cochin,0,No info,6741,21,4,2019,17,50,14,40,190
438,Multiple carriers,Delhi,Cochin,1,No info,6481,9,4,2019,19,15,12,50,385
439,Multiple carriers,Delhi,Cochin,1,No info,7354,6,6,2019,19,15,10,35,520
440,Air India,Banglore,Delhi,0,No info,5228,21,4,2019,23,55,21,5,170
441,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,12,5,2019,20,45,8,25,740
442,IndiGo,Delhi,Cochin,1,No info,6347,18,5,2019,12,10,6,50,320
443,Air India,Banglore,New Delhi,1,No info,5013,15,3,2019,12,15,8,15,240
444,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,9,6,2019,4,40,18,55,585
445,IndiGo,Banglore,Delhi,0,No info,4823,6,4,2019,21,20,18,25,175
446,Air India,Delhi,Cochin,2,No info,13381,24,6,2019,19,15,16,55,1580
447,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,1,6,2019,12,0,9,45,135
448,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,15,5,2019,4,40,18,55,585
449,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1,4,2019,19,50,18,55,1495
450,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,2019,19,0,7,5,715
451,Air India,Delhi,Cochin,2,No info,13013,1,6,2019,19,15,10,55,500
452,Jet Airways,Delhi,Cochin,2,No info,15339,27,6,2019,12,35,19,10,1045
453,GoAir,Banglore,Delhi,0,No info,4937,18,4,2019,14,30,11,40,170
454,IndiGo,Delhi,Cochin,1,No info,6818,6,6,2019,12,10,5,5,425
455,Air India,Delhi,Cochin,2,No info,10441,18,5,2019,19,15,22,0,1275
456,Jet Airways,Delhi,Cochin,1,In-flight meal not included,5177,3,4,2019,19,0,14,0,300
457,IndiGo,Chennai,Kolkata,0,No info,3858,27,6,2019,14,0,11,35,145
458,IndiGo,Kolkata,Banglore,1,No info,6534,18,5,2019,2,15,21,0,315
459,Multiple carriers,Delhi,Cochin,1,No info,6795,15,6,2019,1,30,10,20,910
460,Multiple carriers,Delhi,Cochin,1,No info,9736,3,6,2019,19,15,7,30,705
461,Jet Airways,Banglore,Delhi,0,No info,7229,1,5,2019,22,50,19,50,180
462,SpiceJet,Delhi,Cochin,1,No info,4957,24,4,2019,22,50,17,55,295
463,IndiGo,Banglore,New Delhi,0,No info,7648,9,3,2019,8,45,6,0,165
464,SpiceJet,Kolkata,Banglore,0,No info,3873,15,6,2019,17,25,14,55,150
465,Jet Airways,Kolkata,Banglore,1,No info,14388,12,5,2019,4,40,18,55,585
466,IndiGo,Kolkata,Banglore,0,No info,5618,6,3,2019,19,55,17,15,160
467,Multiple carriers,Delhi,Cochin,1,No info,7408,9,6,2019,1,30,19,0,390
468,Air Asia,Delhi,Cochin,1,No info,13774,3,3,2019,22,15,16,45,330
469,Vistara,Banglore,Delhi,0,No info,4668,3,5,2019,9,40,7,0,160
470,Jet Airways,Delhi,Cochin,2,No info,13082,21,3,2019,4,25,18,20,2045
471,Air India,Delhi,Cochin,1,No info,8669,3,6,2019,19,15,3,50,925
472,IndiGo,Delhi,Cochin,1,No info,6316,24,6,2019,1,30,16,0,570
473,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12583,6,3,2019,4,25,22,20,365
474,Vistara,Banglore,New Delhi,0,No info,7923,9,3,2019,18,50,16,10,160
475,GoAir,Delhi,Cochin,1,No info,7378,3,3,2019,12,50,7,0,350
476,Vistara,Banglore,Delhi,0,No info,4878,3,6,2019,22,15,19,30,165
477,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,18,5,2019,19,50,16,30,1640
478,Jet Airways,Banglore,Delhi,0,No info,7229,3,4,2019,11,20,8,20,180
479,SpiceJet,Delhi,Cochin,1,No info,6297,21,5,2019,11,20,6,5,315
480,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529,12,6,2019,12,0,20,0,960
481,Multiple carriers,Delhi,Cochin,1,No info,13727,18,5,2019,21,0,14,0,420
482,SpiceJet,Kolkata,Banglore,1,No info,6643,24,5,2019,17,15,8,35,520
483,Multiple carriers,Delhi,Cochin,1,No info,10197,9,5,2019,19,0,10,0,540
484,SpiceJet,Kolkata,Banglore,0,No info,4911,21,4,2019,0,40,22,20,140
485,IndiGo,Chennai,Kolkata,0,No info,6482,6,3,2019,7,35,5,15,140
486,Jet Airways,Banglore,New Delhi,1,No info,26890,1,3,2019,15,15,8,55,380
487,IndiGo,Kolkata,Banglore,1,No info,3717,18,5,2019,23,45,19,20,265
488,IndiGo,Chennai,Kolkata,0,No info,3597,1,6,2019,15,35,13,15,140
489,Air India,Banglore,New Delhi,2,No info,10846,18,3,2019,22,10,11,5,665
490,Air India,Banglore,New Delhi,1,No info,14069,1,3,2019,22,45,5,50,1015
491,Jet Airways,Delhi,Cochin,1,In-flight meal not included,5177,1,4,2019,12,35,22,50,825
492,Air India,Delhi,Cochin,2,No info,14641,6,3,2019,7,40,5,55,1545
493,IndiGo,Delhi,Cochin,1,No info,6442,6,6,2019,22,30,8,35,835
494,Air India,Delhi,Cochin,1,No info,5704,21,3,2019,23,0,17,45,315
495,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,6,5,2019,9,20,14,5,1155
496,Jet Airways,Delhi,Cochin,1,No info,14714,6,6,2019,4,25,20,55,450
497,Jet Airways,Delhi,Cochin,1,In-flight meal not included,5406,1,4,2019,19,0,10,0,540
498,Vistara,Kolkata,Banglore,1,No info,8610,15,5,2019,20,20,20,20,1440
499,Jet Airways,Delhi,Cochin,2,No info,14237,12,6,2019,12,35,18,25,1090
500,IndiGo,Banglore,Delhi,0,No info,4823,9,6,2019,10,5,7,10,175
501,IndiGo,Mumbai,Hyderabad,0,No info,2227,27,3,2019,21,35,20,5,90
502,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,18,5,2019,4,25,7,5,1280
503,Air India,Delhi,Cochin,1,No info,8372,6,6,2019,19,15,13,0,375
504,Jet Airways,Delhi,Cochin,1,No info,17024,3,3,2019,4,25,13,55,870
505,Air India,Mumbai,Hyderabad,0,No info,3100,27,5,2019,22,25,21,5,80
506,Jet Airways,Delhi,Cochin,1,In-flight meal not included,14053,9,3,2019,19,45,6,50,775
507,IndiGo,Chennai,Kolkata,0,No info,3540,9,5,2019,7,40,5,15,145
508,Vistara,Kolkata,Banglore,1,No info,9345,21,5,2019,18,50,20,20,1350
509,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,1,6,2019,4,25,5,30,1375
510,Jet Airways,Banglore,New Delhi,1,No info,26890,1,3,2019,12,25,7,0,325
511,SpiceJet,Mumbai,Hyderabad,0,No info,5755,9,3,2019,10,15,8,50,85
512,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,2019,16,10,8,55,435
513,Jet Airways,Kolkata,Banglore,1,No info,14388,6,5,2019,20,45,8,25,740
514,Air India,Delhi,Cochin,2,No info,8839,27,6,2019,9,25,13,15,1210
515,Air India,Delhi,Cochin,2,No info,22096,3,3,2019,19,15,22,0,1275
516,Vistara,Chennai,Kolkata,0,No info,3687,27,5,2019,9,20,7,5,135
517,Multiple carriers,Delhi,Cochin,1,No info,9627,15,5,2019,19,0,8,30,630
518,Multiple carriers,Delhi,Cochin,1,No info,13542,21,3,2019,1,35,11,30,845
519,IndiGo,Banglore,Delhi,0,No info,4423,27,4,2019,6,50,4,0,170
520,IndiGo,Delhi,Cochin,2,No info,8899,3,3,2019,21,20,4,55,985
521,SpiceJet,Delhi,Cochin,1,No info,5583,21,4,2019,11,20,6,5,315
522,Air Asia,Delhi,Cochin,1,No info,6752,27,5,2019,6,35,16,45,830
523,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,21,5,2019,10,35,8,20,135
524,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,2019,15,15,8,0,435
525,Air India,Kolkata,Banglore,2,No info,10991,1,5,2019,8,55,5,50,1625
526,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,2019,12,35,9,0,1655
527,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,2019,19,0,14,0,300
528,GoAir,Banglore,Delhi,0,No info,3398,24,5,2019,14,30,11,40,170
529,Air India,Delhi,Cochin,0,No info,5201,24,4,2019,8,0,5,10,170
530,Air India,Kolkata,Banglore,2,No info,13873,6,5,2019,1,20,10,0,920
531,Air India,Delhi,Cochin,1,No info,7384,15,6,2019,23,0,17,40,320
532,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,6,6,2019,4,25,18,15,610
533,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10031,24,3,2019,12,0,8,25,1655
534,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,12384,6,5,2019,19,10,9,35,575
535,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7757,9,5,2019,18,15,14,5,1690
536,Jet Airways,Banglore,New Delhi,1,No info,17261,6,3,2019,11,25,21,25,840
537,SpiceJet,Chennai,Kolkata,0,No info,7298,1,3,2019,12,5,9,30,155
538,Jet Airways,Banglore,Delhi,0,No info,7229,6,4,2019,18,10,15,15,175
539,IndiGo,Kolkata,Banglore,0,No info,4174,1,4,2019,7,15,4,40,155
540,IndiGo,Kolkata,Banglore,1,No info,5699,18,5,2019,22,15,17,35,280
541,Air India,Kolkata,Banglore,0,No info,4880,24,4,2019,16,45,14,15,150
542,Air India,Delhi,Cochin,1,No info,15284,6,3,2019,19,15,8,0,675
543,Jet Airways,Kolkata,Banglore,1,No info,13759,24,3,2019,16,20,8,25,475
544,Vistara,Kolkata,Banglore,1,No info,16092,24,3,2019,18,45,9,55,530
545,IndiGo,Mumbai,Hyderabad,0,No info,4392,9,3,2019,7,45,6,20,85
546,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,24,6,2019,12,35,20,55,940
547,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,12,6,2019,9,30,6,55,155
548,GoAir,Banglore,Delhi,0,No info,5048,1,6,2019,10,40,7,45,175
549,Air India,Kolkata,Banglore,1,No info,11096,21,5,2019,20,25,7,0,805
550,IndiGo,Delhi,Cochin,1,No info,5073,24,4,2019,12,10,7,35,275
551,Jet Airways,Delhi,Cochin,1,No info,19828,3,3,2019,4,25,9,55,1110
552,Vistara,Chennai,Kolkata,0,No info,3739,21,3,2019,9,20,7,5,135
553,Air India,Delhi,Cochin,2,No info,10598,9,3,2019,19,15,5,0,2295
554,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,15,6,2019,22,0,18,55,185
555,Vistara,Kolkata,Banglore,1,No info,8610,1,4,2019,18,50,17,0,1550
556,Vistara,Delhi,Cochin,0,No info,6216,9,5,2019,17,50,14,40,190
557,Air India,Banglore,Delhi,0,No info,6961,9,6,2019,16,10,13,20,170
558,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10703,6,5,2019,21,5,9,35,690
559,Jet Airways,Kolkata,Banglore,1,No info,14151,15,5,2019,23,35,17,0,395
560,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,9,5,2019,10,5,6,30,1655
561,IndiGo,Kolkata,Banglore,0,No info,4488,12,4,2019,22,55,20,20,155
562,Multiple carriers,Delhi,Cochin,1,No info,7408,15,6,2019,1,30,18,0,450
563,Jet Airways,Delhi,Cochin,0,In-flight meal not included,5443,18,4,2019,14,15,11,0,195
564,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10539,12,6,2019,19,10,9,35,575
565,Multiple carriers,Delhi,Cochin,1,No info,7723,1,6,2019,1,30,13,0,750
566,Multiple carriers,Delhi,Cochin,1,No info,15411,6,3,2019,18,50,7,30,680
567,Jet Airways,Banglore,Delhi,0,No info,7229,21,5,2019,10,10,7,10,180
568,IndiGo,Kolkata,Banglore,0,No info,4804,21,6,2019,22,55,20,20,155
569,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4050,3,3,2019,4,25,2,55,90
570,Jet Airways,Kolkata,Banglore,1,No info,14151,18,5,2019,19,10,17,0,1570
571,SpiceJet,Delhi,Cochin,1,No info,4957,6,4,2019,22,50,17,55,295
572,Air India,Banglore,New Delhi,0,No info,7591,3,3,2019,23,55,21,10,165
573,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11134,24,3,2019,22,35,13,55,520
574,IndiGo,Delhi,Cochin,1,No info,6600,27,5,2019,12,10,5,5,425
575,Air India,Banglore,New Delhi,0,No info,4966,9,3,2019,23,55,21,10,165
576,Air India,Delhi,Cochin,2,No info,15481,1,6,2019,7,40,6,50,1490
577,SpiceJet,Kolkata,Banglore,0,No info,5515,1,3,2019,0,40,22,20,140
578,Jet Airways,Delhi,Cochin,1,No info,14714,15,6,2019,19,0,8,0,660
579,GoAir,Delhi,Cochin,1,No info,4959,15,6,2019,19,35,10,35,540
580,Jet Airways,Banglore,Delhi,0,No info,7229,21,4,2019,14,5,11,10,175
581,Air India,Delhi,Cochin,0,No info,6094,15,5,2019,21,10,18,5,185
582,Air Asia,Kolkata,Banglore,0,No info,4409,24,4,2019,12,55,10,20,155
583,Multiple carriers,Delhi,Cochin,1,No info,9794,18,5,2019,19,0,6,0,780
584,Jet Airways,Mumbai,Hyderabad,0,No info,5678,3,4,2019,4,20,2,55,85
585,IndiGo,Delhi,Cochin,1,No info,6442,15,6,2019,16,10,8,35,455
586,Vistara,Banglore,Delhi,0,No info,4878,18,5,2019,9,40,7,0,160
587,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,12446,24,3,2019,10,5,21,10,775
588,Jet Airways,Delhi,Cochin,2,No info,16704,9,5,2019,4,25,23,5,1760
589,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,9134,15,3,2019,10,45,5,45,300
590,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,15,5,2019,4,40,20,0,520
591,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,1,6,2019,10,10,7,10,180
592,Jet Airways,Banglore,Delhi,0,In-flight meal not included,6144,21,4,2019,10,10,7,10,180
593,Air India,Banglore,Delhi,0,No info,6961,18,5,2019,12,45,10,0,165
594,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,9,5,2019,4,40,16,30,730
595,IndiGo,Chennai,Kolkata,0,No info,3597,21,5,2019,21,55,19,35,140
596,SpiceJet,Banglore,New Delhi,1,No info,7139,21,3,2019,18,15,10,20,475
597,Air India,Mumbai,Hyderabad,2,No info,25139,6,3,2019,15,15,9,40,1775
598,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,1,6,2019,12,35,9,40,1615
599,Air India,Delhi,Cochin,1,No info,5117,6,4,2019,9,25,20,40,765
600,Multiple carriers,Delhi,Cochin,1,No info,9211,18,5,2019,19,15,11,40,455
601,SpiceJet,Kolkata,Banglore,0,No info,4174,15,4,2019,19,40,17,10,150
602,Multiple carriers,Delhi,Cochin,1,No info,10786,27,5,2019,19,15,7,30,705
603,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,9134,15,3,2019,7,40,8,0,1420
604,Jet Airways,Delhi,Cochin,2,No info,13376,1,6,2019,4,25,14,35,830
605,Air India,Banglore,New Delhi,1,No info,6955,21,3,2019,10,50,22,0,770
